"Big Lin Disp at CG"
"Time (sec)","Linear Displacement1 (mm)"
0,-60.3353553972006
0.00666666666666667,-60.3308940666037
0.0133333333333333,-60.3175224421883
0.02,-60.2952775814244
0.0266666666666667,-60.2642210977184
0.0333333333333333,-60.2244389378186
0.04,-60.1760410718357
0.0466666666666667,-60.1191610976356
0.0533333333333333,-60.0539557617639
0.06,-59.9806043995193
0.0666666666666667,-59.8993082972236
0.0733333333333333,-59.810289980148
0.08,-59.7137924299382
0.0866666666666667,-59.6100782357379
0.0933333333333333,-59.4994286835383
0.1,-59.382142788572
0.106666666666667,-59.25853627583
0.113333333333333,-59.1289405139996
0.12,-58.9937014083014
0.126666666666667,-58.853178257847
0.133333333333333,-58.7077425832333
0.14,-58.5577769301487
0.146666666666667,-58.4036736547767
0.153333333333333,-58.2458336967546
0.16,-58.0846653453692
0.166666666666667,-57.9205830045603
0.173333333333333,-57.7540059621444
0.18,-57.5853571684807
0.186666666666667,-57.4150620295702
0.193333333333333,-57.2435472193134
0.2,-57.0712395153608
0.206666666666667,-56.8985646626651
0.213333333333333,-56.7259462684988
0.22,-56.5538047323338
0.226666666666666,-56.3825562135986
0.233333333333333,-56.21261163993
0.24,-56.0443757581395
0.246666666666666,-55.8782462297042
0.253333333333333,-55.7146127721897
0.26,-55.553856347614
0.266666666666666,-55.3963483983699
0.273333333333333,-55.242450130948
0.28,-55.0925118473428
0.286666666666666,-54.9468723236853
0.293333333333333,-54.8058582353302
0.3,-54.6697836273349
0.306666666666666,-54.5389494290076
0.313333333333333,-54.413643010972
0.32,-54.2941377829936
0.326666666666666,-54.1806928306509
0.333333333333333,-54.0735525888
0.34,-53.9729465496832
0.346666666666666,-53.8790890034679
0.353333333333333,-53.7921788089719
0.36,-53.7123991923313
0.366666666666666,-53.6399175714017
0.373333333333333,-53.5748854037468
0.38,-53.5174380561588
0.386666666666666,-53.467694693776
0.393333333333333,-53.425758187004
0.4,-53.3917150346137
0.406666666666666,-53.3656353015735
0.413333333333333,-53.3475725703772
0.419999999999999,-53.3375639048447
0.426666666666666,-53.3356298256046
0.433333333333333,-53.3417742967033
0.439999999999999,-53.3559847230335
0.446666666666666,-53.3782319585221
0.453333333333333,-53.4084703252664
0.459999999999999,-53.4466376440564
0.466666666666666,-53.492655276962
0.473333333333333,-53.546428182898
0.479999999999999,-53.6078449873041
0.486666666666666,-53.6767780672871
0.493333333333333,-53.7530836537658
0.499999999999999,-53.8366019523348
0.506666666666666,-53.9271572847179
0.513333333333333,-54.0245582528118
0.519999999999999,-54.1285979274255
0.526666666666666,-54.2390540638993
0.533333333333333,-54.3556893468324
0.54,-54.4782516661704
0.546666666666666,-54.6064744268809
0.553333333333333,-54.7400768944056
0.56,-54.8787645779873
0.566666666666666,-55.022229653862
0.573333333333333,-55.1701514301481
0.58,-55.3221968550895
0.586666666666667,-55.4780210700876
0.593333333333333,-55.6372680087136
0.6,-55.7995710426158
0.606666666666667,-55.9645536749316
0.613333333333333,-56.1318302814886
0.62,-56.3010068997251
0.626666666666667,-56.4716820648957
0.633333333333334,-56.6434476927414
0.64,-56.8158900074078
0.646666666666667,-56.9885905129953
0.653333333333334,-57.1611270067173
0.66,-57.3330746312389
0.666666666666667,-57.5040069633691
0.673333333333334,-57.6734971358923
0.68,-57.8411189889475
0.686666666666667,-58.0064482470091
0.693333333333334,-58.1690637171879
0.700000000000001,-58.3285485042628
0.706666666666667,-58.4844912375745
0.713333333333334,-58.6364873046659
0.720000000000001,-58.7841400863435
0.726666666666667,-58.9270621876599
0.733333333333334,-59.0648766591827
0.740000000000001,-59.197218202824
0.746666666666668,-59.3237343564529
0.753333333333334,-59.4440866515051
0.760000000000001,-59.5579517378395
0.766666666666668,-59.6650224701712
0.773333333333334,-59.7650089505274
0.780000000000001,-59.8576395213379
0.786666666666668,-59.942661703971
0.793333333333335,-60.0198430777688
0.800000000000001,-60.0889720949085
0.806666666666668,-60.149858826731
0.813333333333335,-60.2023356375196
0.820000000000001,-60.2462577820805
0.826666666666668,-60.2815039238804
0.833333333333335,-60.3079765709128
0.840000000000002,-60.3256024269087
0.846666666666668,-60.3343326559665
0.853333333333335,-60.3341430591453
0.860000000000002,-60.3250341620514
0.866666666666668,-60.3070312129356
0.873333333333335,-60.2801840913108
0.880000000000002,-60.2445671275947
0.886666666666668,-60.2002788347681
0.893333333333335,-60.1474415535241
0.900000000000002,-60.0862010128545
0.906666666666669,-60.0167258084757
0.913333333333335,-59.9392068019411
0.920000000000002,-59.8538564437031
0.926666666666669,-59.760908023788
0.933333333333335,-59.6606148541165
0.940000000000002,-59.5532493868431
0.946666666666669,-59.4391022733997
0.953333333333336,-59.3184813691997
0.960000000000002,-59.1917106892032
0.966666666666669,-59.059129319737
0.973333333333336,-58.9210902921303
0.980000000000002,-58.7779594238396
0.986666666666669,-58.630114132818
0.993333333333336,-58.4779422309115
1,-58.3218407020613
1.00666666666667,-58.1622144710348
1.01333333333334,-57.9994751683132
1.02,-57.8340398966311
1.02666666666667,-57.6663300044843
1.03333333333334,-57.4967698717116
1.04,-57.3257857120093
1.04666666666667,-57.1538043969524
1.05333333333334,-56.9812523057939
1.06,-56.8085542049709
1.06666666666667,-56.6361321608941
1.07333333333334,-56.4644044892195
1.08,-56.293784743412
1.08666666666667,-56.1246807450105
1.09333333333333,-55.9574936576025
1.1,-55.7926171061067
1.10666666666667,-55.6304363425628
1.11333333333333,-55.471327459232
1.12,-55.3156566494284
1.12666666666667,-55.1637795161334
1.13333333333333,-55.0160404280958
1.14,-54.8727719227943
