"Small Bottom Face Disp"
"Time (sec)","Linear Displacement3 (mm)"
2.68499999999996,-41.2248463722484
2.68999999999996,-40.9840412439078
2.69499999999996,-40.7355856063694
2.69999999999996,-40.4801982973687
2.70499999999996,-40.2186132027339
2.70999999999996,-39.9515767094045
2.71499999999996,-39.6798451668371
2.71999999999996,-39.404182369641
2.72499999999996,-39.1253570737281
2.72999999999996,-38.8441405576063
2.73499999999996,-38.561304239694
2.73999999999996,-38.2776173617039
2.74499999999996,-37.9938447472365
2.74999999999996,-37.7107446437558
2.75499999999996,-37.4290666551051
2.75999999999996,-37.1495497706629
2.76499999999996,-36.8729204961646
2.76999999999996,-36.5998910901216
2.77499999999996,-36.3311579086891
2.77999999999996,-36.0673998607565
2.78499999999996,-35.8092769739969
2.78999999999996,-35.557429071608
2.79499999999996,-35.3124745585228
2.79999999999996,-35.0750093149841
2.80499999999996,-34.8456056945524
2.80999999999996,-34.6248116228778
2.81499999999996,-34.4131497929109
2.81999999999996,-34.2111169516565
2.82499999999996,-34.0191832731064
2.82999999999996,-33.8377918116045
2.83499999999996,-33.6673580296195
2.83999999999996,-33.5082693937173
2.84499999999996,-33.3608850324329
2.84999999999996,-33.225535449752
2.85499999999996,-33.1025222880005
2.85999999999996,-32.9921181341266
2.86499999999996,-32.8945663636129
2.86999999999996,-32.8100810165987
2.87499999999996,-32.7388467011906
2.87999999999996,-32.6810185194081
2.88499999999996,-32.6367220117321
2.88999999999996,-32.6060531167913
2.89499999999996,-32.5890781433338
2.89999999999996,-32.5858337522693
2.90499999999996,-32.5963269472407
2.90999999999996,-32.6205350728627
2.91499999999996,-32.6584058204651
2.91999999999996,-32.7098572418713
2.92499999999996,-32.7747777724353
2.92999999999996,-32.8530262652364
2.93499999999996,-32.944432038986
2.93999999999996,-33.0487949428281
2.94499999999996,-33.1658854418019
2.94999999999996,-33.2954447272807
2.95499999999996,-33.4371848571954
2.95999999999996,-33.5907889312819
2.96499999999996,-33.755911306963
2.96999999999996,-33.9321778617695
2.97499999999996,-34.1191863084247
2.97999999999996,-34.3165065688525
2.98499999999996,-34.5236812134147
2.98999999999996,-34.7402259716408
2.99499999999996,-34.9656303205746
2.99999999999996,-35.1993581566265
3.00499999999996,-35.4408485564884
3.00999999999996,-35.6895166322411
3.01499999999996,-35.944754485259
3.01999999999996,-36.2059322629028
3.02499999999996,-36.4723993212893
3.02999999999996,-36.7434854966435
3.03499999999996,-37.0185024868802
3.03999999999996,-37.29674534414
3.04499999999996,-37.5774940780235
3.04999999999996,-37.8600153682445
3.05499999999996,-38.1435643843611
3.05999999999996,-38.4273867091659
3.06499999999996,-38.710720361225
3.06999999999996,-38.9927979109706
3.07499999999996,-39.2728486836862
3.07999999999996,-39.550101041685
3.08499999999996,-39.8237847369908
3.08999999999996,-40.0931333248943
3.09499999999996,-40.3573866278882
3.09999999999996,-40.6157932386978
3.10499999999996,-40.8676130504166
3.10999999999996,-41.1121198011589
3.11499999999996,-41.3486036201331
3.11999999999996,-41.576373561655
3.12499999999996,-41.7947601133379
3.12999999999996,-42.0031176645393
3.13499999999996,-42.200826921102
3.13999999999996,-42.3872972525037
3.14499999999996,-42.5619689577262
3.14999999999996,-42.7243154364614
3.15499999999995,-42.8738452526998
3.15999999999995,-43.0101040782686
3.16499999999995,-43.1326765045247
3.16999999999995,-43.2411877111302
3.17499999999995,-43.3353049816556
3.17999999999995,-43.4147390566524
3.18499999999995,-43.4792453158073
3.18999999999995,-43.5286247818262
3.19499999999995,-43.5627249397887
3.19999999999995,-43.5814403668515
3.20499999999995,-43.5847131683631
3.20999999999995,-43.5725332176537
3.21499999999995,-43.5449381979999
3.21999999999995,-43.5020134464992
3.22499999999995,-43.4438916008345
3.22999999999995,-43.3707520511415
3.23499999999995,-43.2828202004114
3.23999999999995,-43.1803665380548
3.24499999999995,-43.0637055324069
3.24999999999995,-42.9331943490721
3.25499999999995,-42.7892314030625
3.25999999999995,-42.6322547536876
3.26499999999995,-42.4627403520793
3.26999999999995,-42.2812001520884
3.27499999999995,-42.0881800960532
3.27999999999995,-41.8842579876148
3.28499999999995,-41.6700412643249
3.28999999999995,-41.4461646832623
3.29499999999995,-41.2132879332294
3.29999999999995,-40.9720931873464
3.30499999999995,-40.7232826099877
3.30999999999995,-40.4675758320129
3.31499999999995,-40.2057074081356
3.31999999999995,-39.9384242700461
3.32499999999995,-39.6664831885588
3.32999999999995,-39.3906482576033
3.33499999999995,-39.1116884123114
3.33999999999995,-38.8303749927977
3.34499999999995,-38.5474793644712
3.34999999999995,-38.263770604883
3.35499999999995,-37.980013266206
3.35999999999995,-37.6969652214693
3.36499999999995,-37.4153756016553
3.36999999999995,-37.1359828297079
3.37499999999995,-36.8595127564214
3.37999999999995,-36.5866769020939
3.38499999999995,-36.3181708067383
3.38999999999995,-36.0546724905768
3.39499999999995,-35.7968410255048
3.39999999999995,-35.5453152172062
3.40499999999995,-35.3007123966584
3.40999999999995,-35.063627318875
3.41499999999995,-34.8346311659197
3.41999999999995,-34.6142706504881
3.42499999999995,-34.4030672157015
3.42999999999995,-34.2015163261929
3.43499999999995,-34.0100868450989
3.43999999999995,-33.8292204911962
3.44499999999995,-33.6593313701465
3.44999999999995,-33.5008055736341
3.45499999999995,-33.3540008400971
3.45999999999995,-33.2192462707608
3.46499999999995,-33.0968420947828
3.46999999999995,-32.9870594775006
3.47499999999995,-32.890140366039
3.47999999999995,-32.8062973668708
3.48499999999995,-32.7357136503334
3.48999999999995,-32.678542877571
3.49499999999995,-32.634909145897
3.49999999999995,-32.6049069491412
3.50499999999995,-32.5886011501579
3.50999999999995,-32.5860269633152
3.51499999999995,-32.5971899454547
3.51999999999995,-32.6220659944941
3.52499999999995,-32.6606013555449
3.52999999999995,-32.7127126351083
3.53499999999995,-32.778286824607
3.53999999999995,-32.8571813351845
3.54499999999995,-32.9492240463573
3.54999999999995,-33.0542133717311
3.55499999999995,-33.1719183455772
3.55999999999995,-33.3020787346094
3.56499999999995,-33.444405179791
3.56999999999995,-33.5985793734318
3.57499999999995,-33.7642542772006
3.57999999999995,-33.9410543869719
3.58499999999995,-34.1285760506392
3.58999999999995,-34.326387845158
3.59499999999995,-34.5340310191263
3.59999999999995,-34.7510200071604
3.60499999999995,-34.97684302218
3.60999999999995,-35.2109627314793
3.61499999999995,-35.4528170221221
3.61999999999995,-35.7018198607655
3.62499999999994,-35.9573622524922
3.62999999999994,-36.2188133026069
3.63499999999994,-36.4855213846517
3.63999999999994,-36.7568154171039
3.64499999999994,-37.0320062503614
3.64999999999994,-37.3103881646922
3.65499999999994,-37.5912404788449
3.65999999999994,-37.8738292679873
3.66499999999994,-38.1574091885833
3.66999999999994,-38.4412254067323
3.67499999999994,-38.7245156254104
3.67999999999994,-39.0065122049653
3.68499999999994,-39.2864443701509
3.68999999999994,-39.5635404959545
3.69499999999994,-39.8370304634781
3.69999999999994,-40.1061480762019
3.70499999999994,-40.3701335260953
3.70999999999994,-40.628235898252
3.71499999999994,-40.8797157020314
3.71999999999994,-41.123847416087
3.72499999999994,-41.3599220341675
3.72999999999994,-41.5872495981915
3.73499999999994,-41.8051617048221
3.73999999999994,-42.0130139716182
3.74499999999994,-42.2101884487991
3.74999999999994,-42.3960959627453
3.75499999999994,-42.5701783775564
3.75999999999994,-42.7319107613055
3.76499999999994,-42.880803444054
3.76999999999994,-43.0164039552272
3.77499999999994,-43.1382988285862
3.77999999999994,-43.2461152637624
3.78499999999994,-43.3395226341417
3.78999999999994,-43.4182338317864
3.79499999999994,-43.482006441055
3.79999999999994,-43.5306437336213
3.80499999999994,-43.5639954786862
3.80999999999994,-43.5819585633205
3.81499999999994,-43.5844774190553
3.81999999999994,-43.5715442520473
3.82499999999994,-43.5431990753765
3.82999999999994,-43.499529543273
3.83499999999994,-43.4406705883123
3.83999999999994,-43.3668038638542
3.84499999999994,-43.2781569952148
3.84999999999994,-43.1750026442538
3.85499999999994,-43.0576573932164
3.85999999999994,-42.9264804547765
3.86499999999994,-42.7818722162897
3.86999999999994,-42.6242726272571
3.87499999999994,-42.4541594399306
3.87999999999994,-42.2720463138324
3.88499999999994,-42.0784807957264
3.88999999999994,-41.8740421872454
3.89499999999994,-41.6593393129453
3.89999999999994,-41.4350082020233
3.90499999999994,-41.2017096972842
3.90999999999994,-40.9601270051841
3.91499999999994,-40.7109632008961
3.91999999999994,-40.4549387023507
3.92499999999994,-40.1927887270841
3.92999999999994,-39.9252607454957
3.93499999999994,-39.653111943769
3.93999999999994,-39.3771067092451
3.94499999999994,-39.0980141504768
3.94999999999994,-38.8166056635208
3.95499999999994,-38.5336525552706
3.95999999999994,-38.24992373379
3.96499999999994,-37.9661834746977
3.96999999999994,-37.6831892716781
3.97499999999994,-37.4016897781738
3.97999999999994,-37.1224228462571
3.98499999999994,-36.846113667597
3.98999999999994,-36.573473020352
